Course name,Course link,Cover image,Institution,Verified,Start date,Self Paced,Video link,Short description,Course provider image(LOGO),Enroll now link,About course,Overall rating,All reviews,Instructor name,instructor details,Instructor photo,Course price,length,Effort,Subject,Level,Video transcript,Languages
Health Professional Teaching Skills – Level 2 – Strategies,https://www.edx.org/course/health-professional-teaching-skills-university-torontox-hpt2x,Images/https://www.edx.org/sites/default/files/course/image/promoted/cfd02-hpts_edx_graphic3_lv2.jpg,University of TorontoX,Yes,Future Dates To Be Announced,No,Missing,This MOOC brings faculty development to the teaching practice by providing teaching strategies that can be immediately applied in health professions teaching contexts and practices.,https://www.edx.org/sites/default/files/school/image/banner/toronto_logo_200x101_0.png,https://courses.edx.org/register?course_id=course-v1%3AUniversity_of_TorontoX%2BHPT2x%2B1T2016&enrollment_action=enroll&email_opt_in=true,"This education and teacher training course provides teaching strategies for health professional teachers that can be applied directly and immediately to their teaching context and practice.
Clinical teaching tools will be discussed through videos and helpful resources will be provided. Participants will also learn about asking effective questions in order to help promote active learning.
Health Professional Teaching Skills – Level 1 – Foundational
Health Professional Teaching Skills – Level 3 - Professionalism",0/5,0 Reviews,Marcus Law,"Assistant Professor, Department of Family and Community Medicine
University of Toronto",None,FREE,4 weeks,1-2 hours per week,Education & Teacher Training,Introductory,English,English
,,,,,,,,,,,,,,,,,,,,,,,
Essential Human Biology: Cells and Tissues,https://www.edx.org/course/essential-human-biology-cells-tissues-adelaidex-humbio101x-1,Images/https://www.edx.org/sites/default/files/course/image/promoted/essential-human-biology-cells-and-tissues_378x225.jpg,AdelaideX,Yes,,Yes,Missing,An introduction to the human body's most fundamental building blocks and their behaviours in health and disease.,https://www.edx.org/sites/default/files/school/image/adelaide-200x101.png,https://courses.edx.org/register?course_id=course-v1%3AAdelaideX%2BHumBio101x%2B1T2016&enrollment_action=enroll&email_opt_in=true,"Are you preparing for a health-related career, or planning to study in the health sciences? Perhaps you're just keen to learn more about the wonders of the human body? Our bodies are amazing but complex biological machines. This course will provide you with an outstanding foundation of knowledge in human anatomy and physiology.
 
You will gain a broad understanding of the relationships between normal structure and function in human cells and tissues, both in health and disease. The properties of the four main types of tissue in the body - epithelial, connective, muscular and nervous - will also be clearly explained.
 
The course employs a variety of engaging learning methods, including short videos, animations, interactive activities and integrated quizzes to guide you through key concepts, and make learning relevant. ",4.5/5,21 Reviews,Mario Ricci,"Senior Lecturer Addiction Studies
University of Adelaide",None,FREE,5 weeks,2-3 hours per week,Biology & Life Sciences,Introductory,English,English
,,,,,,,,,,,,,,,,,,,,,,,
Information and Communication Technology (ICT) Accessibility,https://www.edx.org/course/information-communication-technology-ict-gtx-ict100x,Images/https://www.edx.org/sites/default/files/course/image/promoted/202830_accessibility_icon-1.jpg,GTx,Yes,,Yes,Missing,Learn how to identify issues and design solutions for information and communication technology (ICT) accessibility for customers and employees with disabilities. ,https://www.edx.org/sites/default/files/school/image/gtx-logo-200x101.png,https://courses.edx.org/register?course_id=course-v1%3AGTx%2BICT100x%2B1T2016&enrollment_action=enroll&email_opt_in=true,"In this introductory course, learn how to measure an organization’s ICT accessibility and assess the importance of maintaining an inclusive workplace for both employees and customers with disabilities. This six-week course consists of modules detailing some of the primary ICT accessibility obstacles facing organizations today. Each module is taught by a subject matter expert – through content-rich videos, activities, and discussion forums.",0/5,0 Reviews,"Christopher M. Lee, PhD","Department Head, AMAC Accessibility Solutions and Research Center
Georgia Institute of Technology",None,FREE,6 weeks,2-4 hours / week,Humanities,Introductory,English,English
,,,,,,,,,,,,,,,,,,,,,,,
Useful Genetics Part 1: How Our Genes Shape Us,https://www.edx.org/course/useful-genetics-part-1-how-genes-shape-ubcx-usegen-1x-0,Images/https://www.edx.org/sites/default/files/course/image/promoted/usegen.1x-course_card_image-378x225.jpg,UBCx,Yes,Future Dates To Be Announced,No,Missing,"Learn how genes are inherited and how they affect important personal and societal issues.
 ",https://www.edx.org/sites/default/files/school/image/ubcx-200x101_0.jpg,https://courses.edx.org/register?course_id=course-v1%3AUBCx%2BUseGen.1x%2B1T2016&enrollment_action=enroll&email_opt_in=true,"Genetics permeates every aspect of the 21st century, from our doctors' offices to our judicial systems. By the end of this course, you’ll be well prepared to deal with both today’s genetic issues and new questions that are sure to arise in the future.
This challenging but very rewarding course focuses on the genetics issues that impact our health and well-being, while providing the same rigorous examination of genetics principles as a college genetics course.",4.5/5,13 Reviews,Rosemary Redfield,Missing,None,FREE,7 weeks,6 - 8 hours/week,Biology & Life Sciences,Intermediate,English,English
,,,,,,,,,,,,,,,,,,,,,,,
"Useful Genetics, Part 2: Genes and Genetic Inheritance",https://www.edx.org/course/useful-genetics-part-2-genes-genetic-ubcx-usegen-2x-0,Images/https://www.edx.org/sites/default/files/course/image/promoted/usegen.2x-course_card_image-378x225.jpg,UBCx,Yes,Future Dates To Be Announced,No,Missing,Learn how genes are inherited and how they affect important personal and societal issues.,https://www.edx.org/sites/default/files/school/image/ubcx-200x101_0.jpg,https://courses.edx.org/register?course_id=course-v1%3AUBCx%2BUseGen.2x%2B1T2016&enrollment_action=enroll&email_opt_in=true,"Genetics permeates every aspect of the 21st century, from our doctors' offices to our judicial systems. By the end of this course, you’ll be well prepared to deal with both today’s genetic issues and new questions that are sure to arise in the future.
This challenging but very rewarding course focuses on the genetics issues that impact our health and well-being, while providing the same rigorous examination of genetics principles as a college genetics course.",4.5/5,3 Reviews,Rosemary Redfield,Missing,None,FREE,5 weeks,6 - 8 hours/week,Biology & Life Sciences,Intermediate,English,English
,,,,,,,,,,,,,,,,,,,,,,,
Yield Curve Analysis,https://www.edx.org/course/yield-curve-analysis-new-york-institute-finance-yca2015-1x,Images/https://www.edx.org/sites/default/files/course/image/promoted/yc_thumbnail.jpg,New York Institute of Finance,No,,Yes,Missing,"Learn about the impact and analysis of interest rates on the economy from experts at the New York Institute of Finance. Move your finance career forward today.
 ",https://www.edx.org/sites/default/files/school/image/nyif-200x101_0.png,https://courses.edx.org/register?course_id=course-v1%3ANYIF%2BYCA2015.1x%2B2015T3&enrollment_action=enroll&email_opt_in=true,"The Yield Curve is one of the most closely scrutinized indicators in the world of finance. Whether you’re managing your own personal portfolio or sitting at a bond trading desk on Wall Street, an understanding of Yield Curve Analysis is essential for delivering returns rather than losses. And, with a Fed interest rate hike imminent, there has never been a more urgent time to learn how the Yield Curve affects your investments.
""After this course, I know how the new US Treasury products work for my portfolio.""
– Chief Dealer, Head of Treasury – Bank BNI
“I gained more knowledge that I can apply to daily work and real life scenarios.”
– Bond Desk Manager – Banco de Reservas",4.5/5,1 Reviews,William Addiss (aka Bill Addiss),Missing,None,Missing,Missing,1-2 hours per week,Economics & Finance,Introductory,English,English
,,,,,,,,,,,,,,,,,,,,,,,
Basic Mandarin Chinese – Level 1,https://www.edx.org/course/basic-mandarin-chinese-level-1-mandarinx-mx101x-0,Images/https://www.edx.org/sites/default/files/course/image/promoted/mx101x-course_card_image-378x225.jpg,MandarinX,Yes,,Yes,Missing,"Take the first step towards learning Mandarin Chinese, the most commonly spoken language in the world. ",https://webview.edx.org/sites/default/files/school/image/mandarin-logo12022015-200x101.png,https://courses.edx.org/register?course_id=course-v1%3AMandarinX%2BMX101x%2B2T2016&enrollment_action=enroll&email_opt_in=true,"Introductory Mandarin is the first in a series of six courses designed to teach you how to speak Mandarin Chinese. This course will introduce you to the basic language you will need to eat, live, and get around in Mandarin speaking countries.
Since this is a language course, we recommend taking this course with a friend or group of friends. Practicing with others by speaking the language will help you learn it more effectively. Additionally, Mandarin is a tonal language, which means that in order to truly master it, you will need to say the words out loud! Join the community of over 900 million native Mandarin speakers and start learning today! ",04-May,31 Reviews,Estella Y. Chen,"Professor, College of Commerce
National Chengchi University",None,FREE,6 weeks,4 hours per week,Language,Introductory,"English, 中文","English, 中文"
